Code,Single Module Frame,Finish,Module Size,Mount,System,A/V,Keypad,Proximity,Info Module,Hearing Module,Digital Display,moduli aggiuntivi,Buttons,Divided,Mounting,Flush Rainshield,Frame,Electronics Module 1,Front Piece 1,Electronics Module 2,Front Piece 2,Electronics Module 3,Front Piece 3,Electronics Module 4,Front Piece 4,CI,
MTM4S/S2AHM/18D,System 200 Audio - 18 button divided,Standard,4,Surface mount,System 200,Audio,,,,Hearing Module,,"Hearing Module,",18,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 18 divided button; inc:  /  /  / Hearing Module / 
MTM4S/S2A/24D,System 200 Audio - 24 button divided,Standard,4,Surface mount,System 200,Audio,,,,,,,24,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,10,MTM System 200 Audio Surface mount with 24 divided button  /  /  /  / 
MTM4S/S2A/26D,System 200 Audio - 26 button divided,Standard,4,Surface mount,System 200,Audio,,,,,,,26,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,10,MTM System 200 Audio Surface mount with 26 divided button  /  /  /  / 
MTM4S/X1LAKPIM/1,X1 Lite Audio - 1 button,Standard,4,Surface mount,X1 Lite,Audio,Keypad,Proximity,Info Module,,,"Keypad,Proximity,Info Module,",1,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 1 button; inc: Keypad / Proximity / Info Module /  / 
MTM4S/X1LAKPHM/1,X1 Lite Audio - 1 button,Standard,4,Surface mount,X1 Lite,Audio,Keypad,Proximity,,Hearing Module,,"Keypad,Proximity,Hearing Module,",1,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 1 button; inc: Keypad / Proximity /  / Hearing Module / 
MTM4S/X1LAKIMHM/1,X1 Lite Audio - 1 button,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,Info Module,Hearing Module,,"Keypad,Info Module,Hearing Module,",1,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTMNA,MTMFNA,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 1 button; inc: Keypad /  / Info Module / Hearing Module / 
MTM4S/X1LAPIMHM/1,X1 Lite Audio - 1 button,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,Info Module,Hearing Module,,"Proximity,Info Module,Hearing Module,",1,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 1 button; inc:  / Proximity / Info Module / Hearing Module / 
MTM4S/X1LAKPIM/2D,X1 Lite Audio - 2 button divided,Standard,4,Surface mount,X1 Lite,Audio,Keypad,Proximity,Info Module,,,"Keypad,Proximity,Info Module,",2,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL2P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 2 divided button; inc: Keypad / Proximity / Info Module /  / 
MTM4S/X1LAKPHM/2D,X1 Lite Audio - 2 button divided,Standard,4,Surface mount,X1 Lite,Audio,Keypad,Proximity,,Hearing Module,,"Keypad,Proximity,Hearing Module,",2,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL2P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 2 divided button; inc: Keypad / Proximity /  / Hearing Module / 
MTM4S/X1LAKIMHM/2D,X1 Lite Audio - 2 button divided,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,Info Module,Hearing Module,,"Keypad,Info Module,Hearing Module,",2,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL2P,MTMNA,MTMFNA,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 2 divided button; inc: Keypad /  / Info Module / Hearing Module / 
MTM4S/X1LAPIMHM/2D,X1 Lite Audio - 2 button divided,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,Info Module,Hearing Module,,"Proximity,Info Module,Hearing Module,",2,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL2P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 2 divided button; inc:  / Proximity / Info Module / Hearing Module / 
MTM4S/X1LAKP/2,X1 Lite Audio - 2 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",2,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF2P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM X1 Lite Audio Surface mount with 2 button; inc: Keypad / Proximity /  /  / 
MTM4S/X1LAKIM/2,X1 Lite Audio - 2 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",2,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF2P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 2 button; inc: Keypad /  / Info Module /  / 
MTM4S/X1LAKHM/2,X1 Lite Audio - 2 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",2,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF2P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 2 button; inc: Keypad /  /  / Hearing Module / 
MTM4S/X1LAPIM/2,X1 Lite Audio - 2 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",2,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF2P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 2 button; inc:  / Proximity / Info Module /  / 
MTM4S/X1LAPHM/2,X1 Lite Audio - 2 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",2,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF2P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 2 button; inc:  / Proximity /  / Hearing Module / 
MTM4S/X1LAIMHM/2,X1 Lite Audio - 2 button ,Standard,4,Surface mount,X1 Lite,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",2,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF2P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 2 button; inc:  /  / Info Module / Hearing Module / 
MTM4S/X1LAKP/3,X1 Lite Audio - 3 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",3,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF3P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM X1 Lite Audio Surface mount with 3 button; inc: Keypad / Proximity /  /  / 
MTM4S/X1LAKIM/3,X1 Lite Audio - 3 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",3,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF3P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 3 button; inc: Keypad /  / Info Module /  / 
MTM4S/X1LAKHM/3,X1 Lite Audio - 3 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",3,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF3P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 3 button; inc: Keypad /  /  / Hearing Module / 
MTM4S/X1LAPIM/3,X1 Lite Audio - 3 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",3,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF3P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 3 button; inc:  / Proximity / Info Module /  / 
MTM4S/X1LAPHM/3,X1 Lite Audio - 3 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",3,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF3P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 3 button; inc:  / Proximity /  / Hearing Module / 
MTM4S/X1LAIMHM/3,X1 Lite Audio - 3 button ,Standard,4,Surface mount,X1 Lite,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",3,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF3P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 3 button; inc:  /  / Info Module / Hearing Module / 
MTM4S/X1LAKP/4,X1 Lite Audio - 4 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",4,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF4P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM X1 Lite Audio Surface mount with 4 button; inc: Keypad / Proximity /  /  / 
MTM4S/X1LAKIM/4,X1 Lite Audio - 4 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",4,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF4P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 4 button; inc: Keypad /  / Info Module /  / 
MTM4S/X1LAKHM/4,X1 Lite Audio - 4 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",4,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF4P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 4 button; inc: Keypad /  /  / Hearing Module / 
MTM4S/X1LAPIM/4,X1 Lite Audio - 4 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",4,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 4 button; inc:  / Proximity / Info Module /  / 
MTM4S/X1LAPHM/4,X1 Lite Audio - 4 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",4,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 4 button; inc:  / Proximity /  / Hearing Module / 
MTM4S/X1LAIMHM/4,X1 Lite Audio - 4 button ,Standard,4,Surface mount,X1 Lite,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",4,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF4P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 4 button; inc:  /  / Info Module / Hearing Module / 
MTM4S/X1LAKP/5,X1 Lite Audio - 5 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",5,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTM8C,MTMF4P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM X1 Lite Audio Surface mount with 5 button; inc: Keypad / Proximity /  /  / 
MTM4S/X1LAKIM/5,X1 Lite Audio - 5 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",5,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTM8C,MTMF4P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 5 button; inc: Keypad /  / Info Module /  / 
MTM4S/X1LAKHM/5,X1 Lite Audio - 5 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",5,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTM8C,MTMF4P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 5 button; inc: Keypad /  /  / Hearing Module / 
MTM4S/X1LAPIM/5,X1 Lite Audio - 5 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",5,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 5 button; inc:  / Proximity / Info Module /  / 
MTM4S/X1LAPHM/5,X1 Lite Audio - 5 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",5,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 5 button; inc:  / Proximity /  / Hearing Module / 
MTM4S/X1LAIMHM/5,X1 Lite Audio - 5 button ,Standard,4,Surface mount,X1 Lite,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",5,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTM8C,MTMF4P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 5 button; inc:  /  / Info Module / Hearing Module / 
MTM4S/X1LAK/6,X1 Lite Audio - 6 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,,,,"Keypad,",6,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF2P,MTM8C,MTMF4P,MTMNA,MTMFNA,10,MTM X1 Lite Audio Surface mount with 6 button; inc: Keypad /  /  /  / 
MTM4S/X1LAP/6,X1 Lite Audio - 6 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,,,,"Proximity,",6,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF2P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,10,MTM X1 Lite Audio Surface mount with 6 button; inc:  / Proximity /  /  / 
MTM4S/X1LAIM/6,X1 Lite Audio - 6 button ,Standard,4,Surface mount,X1 Lite,Audio,,,Info Module,,,"Info Module,",6,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF2P,MTM8C,MTMF4P,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 6 button; inc:  /  / Info Module /  / 
MTM4S/X1LAHM/6,X1 Lite Audio - 6 button ,Standard,4,Surface mount,X1 Lite,Audio,,,,Hearing Module,,"Hearing Module,",6,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF2P,MTM8C,MTMF4P,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 6 button; inc:  /  /  / Hearing Module / 
MTM4S/X1LAK/7,X1 Lite Audio - 7 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,,,,"Keypad,",7,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF3P,MTM8C,MTMF4P,MTMNA,MTMFNA,10,MTM X1 Lite Audio Surface mount with 7 button; inc: Keypad /  /  /  / 
MTM4S/X1LAP/7,X1 Lite Audio - 7 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,,,,"Proximity,",7,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF3P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,10,MTM X1 Lite Audio Surface mount with 7 button; inc:  / Proximity /  /  / 
MTM4S/X1LAIM/7,X1 Lite Audio - 7 button ,Standard,4,Surface mount,X1 Lite,Audio,,,Info Module,,,"Info Module,",7,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF3P,MTM8C,MTMF4P,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 7 button; inc:  /  / Info Module /  / 
MTM4S/X1LAHM/7,X1 Lite Audio - 7 button ,Standard,4,Surface mount,X1 Lite,Audio,,,,Hearing Module,,"Hearing Module,",7,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF3P,MTM8C,MTMF4P,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 7 button; inc:  /  /  / Hearing Module / 
MTM4S/X1LAKP/8D,X1 Lite Audio - 8 button divided ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",8,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM X1 Lite Audio Surface mount with 8 divided button; inc: Keypad / Proximity /  /  / 
MTM4S/X1LAKIM/8D,X1 Lite Audio - 8 button divided ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",8,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 8 divided button; inc: Keypad /  / Info Module /  / 
MTM4S/X1LAKHM/8D,X1 Lite Audio - 8 button divided ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",8,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 8 divided button; inc: Keypad /  /  / Hearing Module / 
MTM4S/X1LAPIM/8D,X1 Lite Audio - 8 button divided ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",8,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF8P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 8 divided button; inc:  / Proximity / Info Module /  / 
MTM4S/X1LAPHM/8D,X1 Lite Audio - 8 button divided ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",8,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF8P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 8 divided button; inc:  / Proximity /  / Hearing Module / 
MTM4S/X1LAIMHM/8D,X1 Lite Audio - 8 button divided ,Standard,4,Surface mount,X1 Lite,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",8,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF8P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 8 divided button; inc:  /  / Info Module / Hearing Module / 
MTM4S/X1LAK/8,X1 Lite Audio - 8 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,,,,"Keypad,",8,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMNA,MTMFNA,10,MTM X1 Lite Audio Surface mount with 8 button; inc: Keypad /  /  /  / 
MTM4S/X1LAP/8,X1 Lite Audio - 8 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,,,,"Proximity,",8,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,10,MTM X1 Lite Audio Surface mount with 8 button; inc:  / Proximity /  /  / 
MTM4S/X1LAIM/8,X1 Lite Audio - 8 button ,Standard,4,Surface mount,X1 Lite,Audio,,,Info Module,,,"Info Module,",8,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 8 button; inc:  /  / Info Module /  / 
MTM4S/X1LAHM/8,X1 Lite Audio - 8 button ,Standard,4,Surface mount,X1 Lite,Audio,,,,Hearing Module,,"Hearing Module,",8,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 8 button; inc:  /  /  / Hearing Module / 
MTM4S/X1LAK/9,X1 Lite Audio - 9 button ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,,,,"Keypad,",9,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMNA,MTMFNA,10,MTM X1 Lite Audio Surface mount with 9 button; inc: Keypad /  /  /  / 
MTM4S/X1LAP/9,X1 Lite Audio - 9 button ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,,,,"Proximity,",9,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMRFID,MTMFRFID,10,MTM X1 Lite Audio Surface mount with 9 button; inc:  / Proximity /  /  / 
MTM4S/X1LAIM/9,X1 Lite Audio - 9 button ,Standard,4,Surface mount,X1 Lite,Audio,,,Info Module,,,"Info Module,",9,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 9 button; inc:  /  / Info Module /  / 
MTM4S/X1LAHM/9,X1 Lite Audio - 9 button ,Standard,4,Surface mount,X1 Lite,Audio,,,,Hearing Module,,"Hearing Module,",9,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 9 button; inc:  /  /  / Hearing Module / 
MTM4S/X1LAKP/10D,X1 Lite Audio - 10 button divided ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",10,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL2P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM X1 Lite Audio Surface mount with 10 divided button; inc: Keypad / Proximity /  /  / 
MTM4S/X1LAKIM/10D,X1 Lite Audio - 10 button divided ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",10,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL2P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 10 divided button; inc: Keypad /  / Info Module /  / 
MTM4S/X1LAKHM/10D,X1 Lite Audio - 10 button divided ,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",10,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL2P,MTM8C,MTMF8P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 10 divided button; inc: Keypad /  /  / Hearing Module / 
MTM4S/X1LAPIM/10D,X1 Lite Audio - 10 button divided ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",10,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL2P,MTM8C,MTMF8P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM X1 Lite Audio Surface mount with 10 divided button; inc:  / Proximity / Info Module /  / 
MTM4S/X1LAPHM/10D,X1 Lite Audio - 10 button divided ,Standard,4,Surface mount,X1 Lite,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",10,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL2P,MTM8C,MTMF8P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 10 divided button; inc:  / Proximity /  / Hearing Module / 
MTM4S/X1LAIMHM/10D,X1 Lite Audio - 10 button divided ,Standard,4,Surface mount,X1 Lite,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",10,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL2P,MTM8C,MTMF8P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM X1 Lite Audio Surface mount with 10 divided button; inc:  /  / Info Module / Hearing Module / 
MTM4S/X1LA/10,X1 Lite Audio - 10 button ,Standard,4,Surface mount,X1 Lite,Audio,,,,,,,10,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF2P,MTM8C,MTMF4P,MTM8C,MTMF4P,10,MTM X1 Lite Audio Surface mount with 10 button  /  /  /  / 
MTM4S/X1LA/11,X1 Lite Audio - 11 button ,Standard,4,Surface mount,X1 Lite,Audio,,,,,,,11,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF3P,MTM8C,MTMF4P,MTM8C,MTMF4P,10,MTM X1 Lite Audio Surface mount with 11 button  /  /  /  / 
MTM4S/X1LA/12,X1 Lite Audio - 12 button ,Standard,4,Surface mount,X1 Lite,Audio,,,,,,,12,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTM8C,MTMF4P,10,MTM X1 Lite Audio Surface mount with 12 button  /  /  /  / 
MTM4S/X1LA/13,X1 Lite Audio - 13 button ,Standard,4,Surface mount,X1 Lite,Audio,,,,,,,13,,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL1P,MTM8C,MTMF4P,MTM8C,MTMF4P,MTM8C,MTMF4P,10,MTM X1 Lite Audio Surface mount with 13 button  /  /  /  / 
MTM4S/X1LAK/16D,X1 Lite Audio - 16 button divided,Standard,4,Surface mount,X1 Lite,Audio,Keypad,,,,,"Keypad,",16,D,MTMSP4M,,MTMTP4M,MTMAL/01,MTMFAL0P,MTM8C,MTMF8P,MTM8C,MTMF8P,MTMNA,MTMFNA,10,MTM X1 Lite Audio Surface mount with 16 divided button; inc: Keypad /  /  /  / 
